file_name,class,split,cultivar,capture_date,capture_time,bytes,sha256
IMG_20250410_111815_patrona.jpg,FN,train,patrona,2025-04-10,11:18:15,150086,fd5a552155377bab866ea6a78633248c8491bade851decc8c1f3d05f86d671bb
IMG_20250410_112123_blanes.jpg,FN,train,blanes,2025-04-10,11:21:23,184632,18524e9d87f3eeec986934bc329e3ba95cccb407744227341550ae0dcf93c045
IMG_20250410_112352_toscana.jpg,FN,train,toscana,2025-04-10,11:23:52,139750,bd19cf4369c1c5626136ba46084301ea0e18e37bf2bc3c09f651531d4c3c0da5
IMG_20250410_113516_toscana.jpg,FN,train,toscana,2025-04-10,11:35:16,145644,2052d8314190a0a273e78fa24ba4bb2ce86939603be5291d88bfb842e3f9a113
IMG_20250410_114217_toscana.jpg,FN,train,toscana,2025-04-10,11:42:17,143475,930a60c98302f16498d15130423bc38d84cb538cbe30ea38bdb09f056a92d137
IMG_20250410_114619_patrona.jpg,FN,train,patrona,2025-04-10,11:46:19,143392,335b6814c8308f06bfad97a68d76850453cdb7b13aeacb7773a27b8120655314
IMG_20250410_114636_patrona.jpg,FN,train,patrona,2025-04-10,11:46:36,137204,118a175b189250bcbf3d7514439c125ecdccffb673794e857ecf2ab7df0a2bc5
IMG_20250410_120237_grazion.jpg,FN,train,grazion,2025-04-10,12:02:37,128108,dd14e5d12d936c03a07b335ad1c4810239fc68704fbf873eaed71222a244e13f
IMG_20250410_120500_patrona.jpg,FN,train,patrona,2025-04-10,12:05:00,152680,12647e8ca7501fb1dbb02790304d912a4cde172ba176079cc842ebe0f5459642
IMG_20250410_121327_blanes.jpg,FN,train,blanes,2025-04-10,12:13:27,146291,8c8f8ddbff263b6d85285cce8b3e27ebd3a6e9e5709eaf11856b669fa3c0e9e0
IMG_20250410_121830_toscana.jpg,FN,train,toscana,2025-04-10,12:18:30,140606,67e7b8fac2c1e045e4d69769329e636766e730f1a30f51c9517a98619dcca515
IMG_20250410_121849_toscana.jpg,FN,train,toscana,2025-04-10,12:18:49,177700,71387faf5ab291374bff6228bee65f990eea126a09d6fafd3b28853c18628614
IMG_20250410_122816_blanes.jpg,FN,train,blanes,2025-04-10,12:28:16,128552,84436ed92a3978d3d48ee108c1a8909567462f5270abe393e1319ae4557aaa8c
IMG_20250410_123207_blanes.jpg,FN,train,blanes,2025-04-10,12:32:07,140418,4b9f4eea03f0fb913ecfd03fbd5879790b050651bfbcafc2a8e7626086d984c0
IMG_20250410_123309_toscana.jpg,FN,train,toscana,2025-04-10,12:33:09,144355,eb2d0c8900afdaaa73346e856738dbb719f9d08b6983713f77f6bbdb61d8d55b
IMG_20250410_124003_patrona.jpg,FN,train,patrona,2025-04-10,12:40:03,141727,5481a7636d5238c4d35fafc3e7c1711e4edf16f78c52b195e8cb77db0563bbe5
IMG_20250410_125159_patrona.jpg,FN,train,patrona,2025-04-10,12:51:59,143684,485d85a1a54bca586a109db36d7aa5d4e8e8c7c93b4968872716fcfa71413926
IMG_20250410_125238_toscana.jpg,FN,train,toscana,2025-04-10,12:52:38,120478,2346bcbbc7d01f27ba1d7194e7bb296d4fc26fa6e9006aff075be329b0dbb529
IMG_20250410_125656_patrona.jpg,FN,train,patrona,2025-04-10,12:56:56,169569,99094b3094b6bc0b12cdb24de56df62c7d35edabe19b726136b5a6d239880ad3
IMG_20250410_130204_patrona.jpg,FN,train,patrona,2025-04-10,13:02:04,173913,b18b75e3c93c74ec89043f4d7df521555048f02cbb5ebf3d9b6db5a611a04e96
IMG_20250410_130431_toscana.jpg,FN,train,toscana,2025-04-10,13:04:31,157609,d824be3df120d152c4388f89ef2a8c6523ec6c6a6a6492824f086b34fb33bcf7
IMG_20250410_131453_grazion.jpg,FN,train,grazion,2025-04-10,13:14:53,128108,f316366275ac8f987cdef8bdff6d46bb054245f37a04a10c5ae2629e9330e4c6
IMG_20250410_131457_blanes.jpg,FN,train,blanes,2025-04-10,13:14:57,144989,4a26ece09fb1d349347a3db3917e60ef704d4f59fea9122faefd83e432b6cae2
IMG_20250410_133735_grazion.jpg,FN,train,grazion,2025-04-10,13:37:35,124475,3943129583cc733538a4da2be7bcc367fcd68f4e9740c7bfc897a8c730396a29
IMG_20250410_134113_blanes.jpg,FN,train,blanes,2025-04-10,13:41:13,147877,cb455e68eacdc2e299e715004b5a79eed5d52c647c18f668b6fb74b7c9561505
IMG_20250410_135015_patrona.jpg,FN,train,patrona,2025-04-10,13:50:15,157413,896b43a065421557820f19224787e0971eda83b4d121f948e390a29c5fae2324
IMG_20250410_140624_toscana.jpg,FN,train,toscana,2025-04-10,14:06:24,147590,06f1dcd018dcf919560da2813afad6405717b14339e7b579b55d6e004b14e2c1
IMG_20250410_141102_blanes.jpg,FN,train,blanes,2025-04-10,14:11:02,152137,722d0502cefc6932ad8979b6816b0adcd41401d4df9f832d517877c3be1bcaf5
IMG_20250410_141543_patrona.jpg,FN,train,patrona,2025-04-10,14:15:43,156893,0143ceb4f56232cd6b11ae926dc97e42b70e46db7379ba991925f4fc7f32ffc0
IMG_20250410_143615_patrona.jpg,FN,train,patrona,2025-04-10,14:36:15,177065,794048f1b599f4d273076c4c411b4189f05b67b2a04f56c27e3e8a6b44fac374
IMG_20250410_145200_toscana.jpg,FN,train,toscana,2025-04-10,14:52:00,134454,54e190148f1b81703aec17c9edde4a9f7efcab0fcf71625ef866c5cfa7f73f60
IMG_20250410_145331_toscana.jpg,FN,train,toscana,2025-04-10,14:53:31,163696,7f611e805090041c20d8120c98552a24be2ddee01b60b32edd9ef3a067f6692e
IMG_20250410_150323_grazion.jpg,FN,train,grazion,2025-04-10,15:03:23,129394,01e1dd7487cf7b7c07e887557798177a765a99dd2eb91de479f86e692d1274bc
IMG_20250410_151236_grazion.jpg,FN,train,grazion,2025-04-10,15:12:36,128529,3f32a6ea35d0b0e2c07c895c30ebf158ef15533207b9323c903b72946e839a40
IMG_20250410_151647_blanes.jpg,FN,train,blanes,2025-04-10,15:16:47,158404,16be9fdbe19f0f3c7d81de8b45b32c55a6ebb446efe162d58596264ed0211a50
IMG_20250410_151714_grazion.jpg,FN,train,grazion,2025-04-10,15:17:14,126945,f5faf805e092b7c43b8ffe0ebe84bef5c0e7cd2bdb3aaa00dda583c29752a3c7
IMG_20250410_152642_toscana.jpg,FN,train,toscana,2025-04-10,15:26:42,149007,98c76a5669a04bbf1437bf176ba6252d95cd2011932e37d16438ba0cacf47218
IMG_20250410_152802_patrona.jpg,FN,train,patrona,2025-04-10,15:28:02,135023,71907355e4ae5b6d231bd0f011a2c8b14d28df71682b8646d953176c359b642e
IMG_20250410_153234_grazion.jpg,FN,train,grazion,2025-04-10,15:32:34,113975,797de9cf6aec8e657cd5efe2670fc6f1c1da43de3e4e746dcd2d2e0b7a8f4da2
IMG_20250410_155116_patrona.jpg,FN,train,patrona,2025-04-10,15:51:16,124569,41a3f0e7f2f99a76cbb8b9ada6fce6ee197f60fca08226ba1b08002825a5eb29
IMG_20250410_155351_patrona.jpg,FN,train,patrona,2025-04-10,15:53:51,149004,a624a23af0f4f02169a86ef9cfb2b5d15664ea00eca981cbda86c524d5348a36
IMG_20250410_160600_toscana.jpg,FN,train,toscana,2025-04-10,16:06:00,149062,3fcb9ecd2fbd107d4fabc907b73a82830c97f37978c75ece0bc1a2752376a17f
IMG_20250410_162039_grazion.jpg,FN,train,grazion,2025-04-10,16:20:39,119484,e1fad9ea18ea905f20f617ab747abe7a83de0c6bbbb98e9bc7170fceaa7e39a1
IMG_20250410_162212_grazion.jpg,FN,train,grazion,2025-04-10,16:22:12,122124,7161dde63be902d919027dbb9de439d3ae000bb7778986752baabae8010f1084
IMG_20250410_162652_grazion.jpg,FN,train,grazion,2025-04-10,16:26:52,117283,c4cd8c37d7f08d9408d2b4ab76b27b73c2a81b873462b5cceb4e0315c9bb3877
IMG_20250410_164045_patrona.jpg,FN,train,patrona,2025-04-10,16:40:45,159556,782c5f4b43876eddd40555fa4366f50f7dd5ab2c805b769d4ad80f5c05d8c5f6
IMG_20250410_164343_grazion.jpg,FN,train,grazion,2025-04-10,16:43:43,109061,cdd13822ac9257e4990587fa9e3f61249a5eac438f50a3124c8900cc6b122dba
IMG_20250410_164802_blanes.jpg,FN,train,blanes,2025-04-10,16:48:02,127105,ad417a343e4c5177ef978db58493f063eb5a7016e5da8affec04c40da9cfb325
IMG_20250410_164923_blanes.jpg,FN,train,blanes,2025-04-10,16:49:23,145819,8943cb712a8d4e606f053ae8d90ea7d16ec95cde61abee1f7f2e654b66193e41
IMG_20250410_165126_grazion.jpg,FN,train,grazion,2025-04-10,16:51:26,112705,af3f79828cb134af488d18704af53c90f28d7f583b86d6c01933d79a11de1b66
IMG_20250410_165432_toscana.jpg,FN,train,toscana,2025-04-10,16:54:32,153670,77dffffb29ad1603de42f510ce52ebc6c91a02707ecd2bfc2477c568b46dde8d
IMG_20250410_165519_blanes.jpg,FN,train,blanes,2025-04-10,16:55:19,153965,be197b33c45b014efe499856888b7bee749e613d8f1b4365aaa950cfd6a2ee80
IMG_20250411_090426_patrona.jpg,FN,train,patrona,2025-04-11,09:04:26,161147,3da56b23c9018afc40a170b5a5fa458ddeed47e8d6daa3ce720af812c396ea47
IMG_20250411_090731_toscana.jpg,FN,train,toscana,2025-04-11,09:07:31,155670,c5d94b3a5b2736103308eb505397e7dc7c56423f2eb8bc36054fcdc07e3ea7f7
IMG_20250411_091224_grazion.jpg,FN,train,grazion,2025-04-11,09:12:24,112573,3f891ad9eafe80ddb6372184de1a90b2f36ffed2c25b17f439d0e11e283cb545
IMG_20250411_091353_toscana.jpg,FN,train,toscana,2025-04-11,09:13:53,159941,7899b9a7a9576bbcd54382da664c2c4f3b96ab8af09aef4b90ceabb9d7dbb19b
IMG_20250411_093136_grazion.jpg,FN,train,grazion,2025-04-11,09:31:36,116360,430e8fa89501344b58ee77e7eb6dca77c2c8c8595b6ea695a0e6d73038f658e5
IMG_20250411_093715_toscana.jpg,FN,train,toscana,2025-04-11,09:37:15,138719,46d1c248d15b509b7342a86c73bb02a4f15d9ee0ceb22737a4425c5ad353103d
IMG_20250411_093820_grazion.jpg,FN,train,grazion,2025-04-11,09:38:20,103706,b1d2013f458159e452c225c072ad10add3e4418d6df0d97d6e1f90136b2c3b63
IMG_20250411_094116_grazion.jpg,FN,train,grazion,2025-04-11,09:41:16,115131,46eace7e6317d74d9f5bee0cc8aa4d80180b5608f8cc6e7657cba88044c08ad6
IMG_20250411_094619_grazion.jpg,FN,train,grazion,2025-04-11,09:46:19,114252,35f8696e89046aafb73fe1267d743bdb186b88ac223b7f08c86cdeda38314fc5
IMG_20250411_100229_patrona.jpg,FN,train,patrona,2025-04-11,10:02:29,154087,2179416886f9db93f8484d785903b69fc36d76eeb3d331bed7d9d2f21c4d383f
IMG_20250411_100239_toscana.jpg,FN,train,toscana,2025-04-11,10:02:39,143861,add6b6bd3e1d4b0b8ac0488fd2fc6eda043ae232a0548f0334b9ed50b894eb7a
IMG_20250411_102854_grazion.jpg,FN,train,grazion,2025-04-11,10:28:54,112502,a9f81021a9d9030fdb9707580896be847e6f9f455fb97e93db25a1039a4c7df7
IMG_20250411_103932_patrona.jpg,FN,train,patrona,2025-04-11,10:39:32,167914,f85767d8b4dfa44392c6d7e4a90c3ac5a6bce50f919493ced80c2fe526f4b4ac
IMG_20250411_104718_patrona.jpg,FN,train,patrona,2025-04-11,10:47:18,152516,5cf3af9ec4fcc86a0c9ef4f7f46ee159244c3095dde2232651a5121842be1536
IMG_20250411_110204_blanes.jpg,FN,train,blanes,2025-04-11,11:02:04,148894,da5408789d5b4e6accbb704a64dab44d67dcbd20e18074db25c086c7bfc0a6d7
IMG_20250411_110500_grazion.jpg,FN,train,grazion,2025-04-11,11:05:00,125913,f7069ab0548a58080d12a7042142cb04ea4a905a72de04ce9f5cb5b5699254ac
IMG_20250411_110720_patrona.jpg,FN,train,patrona,2025-04-11,11:07:20,166651,c7ab57e704f77c0d69acbc2bbe33f5ae06753cca6459b8b12b1a4a518909eb71
IMG_20250411_110722_toscana.jpg,FN,train,toscana,2025-04-11,11:07:22,150926,878cebe7956e5b26d6cfcefb691e794f70977dcb600667d772b7dd76ec237238
IMG_20250411_111842_toscana.jpg,FN,train,toscana,2025-04-11,11:18:42,163004,806276c57d31eb8af500fca47f1ac619b06c7135536fa46f9208fc3532fed843
IMG_20250411_112914_blanes.jpg,FN,train,blanes,2025-04-11,11:29:14,158654,ea90775341c6c130765d933d00630c6641226a1f99da16ef191b80b6827b0b0b
IMG_20250411_113634_patrona.jpg,FN,train,patrona,2025-04-11,11:36:34,141183,3fc0c9f71bc948af2e42966eef4746a339bbefe69defe6d9a3ea798094cd75c4
IMG_20250411_114616_grazion.jpg,FN,train,grazion,2025-04-11,11:46:16,142182,689dc75388c61207be6ba51f15d5ea61111eb0e2fb6949571f30cbf222a5d47b
IMG_20250411_114910_blanes.jpg,FN,train,blanes,2025-04-11,11:49:10,175553,3f02777e148393f9aa7dfbd083a838f6054e00ecdbc5528cfc798df0f7757480
IMG_20250411_115950_patrona.jpg,FN,train,patrona,2025-04-11,11:59:50,145120,d7d43692bdffd7038c0cc921c872530eae58691537a8d2d463d79dd1762565fd
IMG_20250411_120252_toscana.jpg,FN,train,toscana,2025-04-11,12:02:52,150137,fa3d72d0d2f3c23ac20d0d9c9dca7872895e6f5fef898cf0e79ac6add7955aa8
IMG_20250411_120634_blanes.jpg,FN,train,blanes,2025-04-11,12:06:34,164699,414d9dc7f7f10afa51bba69b1cf0db8c9a91232a86b821c1a0bb7bd155edb164
IMG_20250411_120642_blanes.jpg,FN,train,blanes,2025-04-11,12:06:42,155248,f1087c2b8cfefbc2fa455de189e9ac116e08ad10f85428646e2b69f54e5d8b1f
IMG_20250411_120654_blanes.jpg,FN,train,blanes,2025-04-11,12:06:54,170396,789a33b67c8b850d28a3c4034e21c440aae510e8e7db7510f7ddbaf9492913bb
IMG_20250411_121352_grazion.jpg,FN,train,grazion,2025-04-11,12:13:52,139003,a92637bbd8052e62ea426cf72dba46637cdecd76a8f551abee0ce568d6ef7a39
IMG_20250411_121916_grazion.jpg,FN,train,grazion,2025-04-11,12:19:16,122828,3acdfa77007035bf7319dee5acb0e321bb73e77f1492446d2256b7978b4111bc
IMG_20250411_122149_grazion.jpg,FN,train,grazion,2025-04-11,12:21:49,126217,2d1afbe5d1d2390a6cd4613c4033e7521fa556bae9f80fa524d1af4a0c3e2a0c
IMG_20250411_122210_grazion.jpg,FN,train,grazion,2025-04-11,12:22:10,128822,343e46b05196e2d6fb5b2bf488f8721de3726ec42838068618ec93bc1c06da9d
IMG_20250411_123005_toscana.jpg,FN,train,toscana,2025-04-11,12:30:05,147671,9a05010263146932915395fe9bf332044d2a1b5f29854c164400b9a727f059a1
IMG_20250411_123213_patrona.jpg,FN,train,patrona,2025-04-11,12:32:13,138196,e8515edaa2a02033f7ef9b0c396d051c83192f01cd4c166dc25cb8c912b3e767
IMG_20250411_123615_blanes.jpg,FN,train,blanes,2025-04-11,12:36:15,207021,14642ef45b707aed95cdb8a47af4aef7067f31373e8d75e335affce332ca532c
IMG_20250411_130036_toscana.jpg,FN,train,toscana,2025-04-11,13:00:36,137693,055b74f55002288d47ec7e15001482a4d346a7c89027750d24f269a17b469e19
IMG_20250411_131859_toscana.jpg,FN,train,toscana,2025-04-11,13:18:59,130083,27e47501803c0e138857748225d479a41a2db3c621d12b3cce8715dabd8797b2
IMG_20250411_132058_blanes.jpg,FN,train,blanes,2025-04-11,13:20:58,189800,77ebb339cb5aa27b55ae02d25b822069d0abaf15e346531a5d1b254212bffca1
IMG_20250411_133651_blanes.jpg,FN,train,blanes,2025-04-11,13:36:51,206484,4ea77f650d77e3dfdd06734d40f54a3a5845c37edfcdc6d24ed0287807e3eac7
IMG_20250411_133703_grazion.jpg,FN,train,grazion,2025-04-11,13:37:03,116872,b8db7eb59e9d605e7c3cc7d4b27808be4f313e1b0563fb40d0b1de5c7b42daee
IMG_20250411_133821_blanes.jpg,FN,train,blanes,2025-04-11,13:38:21,157690,180df817bf7c32d029844f805867e59623f9fa29657e057370c07a073e87d643
IMG_20250411_134245_grazion.jpg,FN,train,grazion,2025-04-11,13:42:45,115764,bcb58df0b61de9fd85eb4e98f162ac56edc0cef3230994cf2b207e21e951c3b7
IMG_20250411_135223_patrona.jpg,FN,train,patrona,2025-04-11,13:52:23,148235,0720c09f29f0eb716505b7fa4254ec9cdf07136e1c035728f5ec4b498981e3c0
IMG_20250411_135446_grazion.jpg,FN,train,grazion,2025-04-11,13:54:46,132875,df72730fb169428a429e01fae6272590e31eb1f1cea163904bbdd50dd690ca88
IMG_20250411_140815_toscana.jpg,FN,train,toscana,2025-04-11,14:08:15,139444,ff4c03612ce0198224ccd03daaec52c980f77910360a67c2d6dc27e6261e4456
IMG_20250411_141640_blanes.jpg,FN,train,blanes,2025-04-11,14:16:40,158091,82265fd13dd759587cc5cda5b584fb74dce351fbcfa9f404342ceadeb5901971
IMG_20250411_142708_grazion.jpg,FN,train,grazion,2025-04-11,14:27:08,110410,b8f39ba6988678a922f9a2d7a5fb668ee4b760b7b7112c8859eaf4a218f3ab57
IMG_20250411_143352_blanes.jpg,FN,train,blanes,2025-04-11,14:33:52,171976,5ab7f47b46221ffaa5a13b0e9aff54df653cf46667ff1d6779062223be8e79c4
IMG_20250411_143722_blanes.jpg,FN,train,blanes,2025-04-11,14:37:22,161659,c5632c03664dba9cdb8220602af05a8b2d13672917f94324b472b8b457184c34
IMG_20250411_144835_toscana.jpg,FN,train,toscana,2025-04-11,14:48:35,135864,3c7b0ec7c82d5f708730338dd33931fc330959849b916636be498db908cd44af
IMG_20250411_144842_patrona.jpg,FN,train,patrona,2025-04-11,14:48:42,142777,33ce38724d60a87e27ccad38cd69c2079c006f301511636caee101f4fbd420b9
IMG_20250411_145507_blanes.jpg,FN,train,blanes,2025-04-11,14:55:07,175415,cfc68dda299aedecd07c680dc2876835a642adf9c8e3e0aa3dc14857aee586e5
IMG_20250411_150728_patrona.jpg,FN,train,patrona,2025-04-11,15:07:28,141866,0e49154d4605ddab896b1b78f9d230abe8df9a05cd2faa4ae18de7ed1d9b10c2
IMG_20250411_151545_patrona.jpg,FN,train,patrona,2025-04-11,15:15:45,138531,69a71251a6ac2ec5e69f3c401ed8909b884530e1644d4fa232715179a2f30747
IMG_20250411_152612_patrona.jpg,FN,train,patrona,2025-04-11,15:26:12,139485,0715e6938c4976fb5ba7d3e7208e4416cd2dbd9afc645a9f5d5381c88720f04c
IMG_20250411_154037_patrona.jpg,FN,train,patrona,2025-04-11,15:40:37,165419,af33985b689b54a09db2f7b223d2fdbb261c822b540dd06dad16a32a42be8e7f
IMG_20250411_154059_patrona.jpg,FN,train,patrona,2025-04-11,15:40:59,161890,e2394ed5b0962894662283f31dda485abae22f74e7881bd15f39bb7a59a9a7dc
IMG_20250411_155540_blanes.jpg,FN,train,blanes,2025-04-11,15:55:40,155265,1c02ccdbd799ec985d36e79279cb5cb2143c38f1be8e573b977916df3359698e
IMG_20250411_160408_toscana.jpg,FN,train,toscana,2025-04-11,16:04:08,132267,8df22200c467c2c3c730b3a1fe2cc3770e792ce47683f11ac37de83d7d5a7d23
IMG_20250411_160451_patrona.jpg,FN,train,patrona,2025-04-11,16:04:51,161630,0d1205d48e90f26fc9f47cde7db4ab0a43c69a9c7960519e3c3876f396b60721
IMG_20250411_160635_grazion.jpg,FN,train,grazion,2025-04-11,16:06:35,145902,f65d6c38ac3a4388ddfe45e3057a6fb6d51de4df64d39b4bb5de4ef9b2243fb2
IMG_20250411_161115_toscana.jpg,FN,train,toscana,2025-04-11,16:11:15,133401,38403bdd056241e37519ece91fd7c1751bde8aa3e6c41fe6d44354b51c56351f
IMG_20250411_161305_blanes.jpg,FN,train,blanes,2025-04-11,16:13:05,152117,4681f52483851cf46e8bbe681424f1679a5089a83b0c28f48e5cc64cfddd50ba
IMG_20250411_161348_blanes.jpg,FN,train,blanes,2025-04-11,16:13:48,146156,9eaa0fdd6e35c7ec064d39f8626625800fca74393f3e01c6d4be2609c1dd201b
IMG_20250411_161644_toscana.jpg,FN,train,toscana,2025-04-11,16:16:44,121742,2393e76a598cee9214974e41bac2e92b328f2e63e5911d86c36e5831fc3afc5f
IMG_20250411_161808_grazion.jpg,FN,train,grazion,2025-04-11,16:18:08,118505,94721a1c4834dec586b82fd64a080e4473c664cdb5c528326c6876e06b8b8ff6
IMG_20250411_162410_patrona.jpg,FN,train,patrona,2025-04-11,16:24:10,161013,ed95f835bf98ede1de0fdead6a4bd86be1755074551a2ca66f86f0eab564a363
IMG_20250411_165134_patrona.jpg,FN,train,patrona,2025-04-11,16:51:34,154737,c1dda7261b6994f06fd2decd403afe713a6b0f580ea3f0546886ef59c7e7f9fd
IMG_20250411_165401_toscana.jpg,FN,train,toscana,2025-04-11,16:54:01,123344,1b6e5b1e5358a697a99a2ea94ea7df9c8db20534d17b9c5d84f809438a14c38c
IMG_20250411_165710_blanes.jpg,FN,train,blanes,2025-04-11,16:57:10,143523,1906ba33821bbe299d33c33b2ef8f31ed5cfb793d943b349b8c0ecf80ce68ef2
IMG_20250412_091234_grazion.jpg,FN,train,grazion,2025-04-12,09:12:34,138498,f13f7637856b2dbb0a3af708db1983392d7949420c00197f3089cf54b74a45bc
IMG_20250412_091509_patrona.jpg,FN,train,patrona,2025-04-12,09:15:09,147679,231ff9f867284042556b207d68627342c853d77207dd33cdb24f850d10d22a9a
IMG_20250412_092131_patrona.jpg,FN,train,patrona,2025-04-12,09:21:31,131690,9c4b2767f502f65f309fa93560f66d94de33ed6ce48430b1feae3de11555e2ff
IMG_20250412_092446_toscana.jpg,FN,train,toscana,2025-04-12,09:24:46,119925,62e51926404a32ba18540a244119c5d68287334612e4d48f7e4da0f49289791c
IMG_20250412_094809_grazion.jpg,FN,train,grazion,2025-04-12,09:48:09,128841,19dd08f602db6c03c81758ba896ea18990219f56ca49a774f7a700476aa0386b
IMG_20250412_101307_grazion.jpg,FN,train,grazion,2025-04-12,10:13:07,133458,38c919ab90a82483991e0739c8044bd4e7894b159a644b1c369e25710908c316
IMG_20250412_101416_patrona.jpg,FN,train,patrona,2025-04-12,10:14:16,132233,75898f5625c2ce43e1e006e751e3cf596dd5175cd3b6b0348007e8d4dd29467a
IMG_20250412_101456_patrona.jpg,FN,train,patrona,2025-04-12,10:14:56,140440,88118a4f57b8aa1c40284b0680d92c44a620e38f06899bfc0a8219ab43b613ba
IMG_20250412_104516_grazion.jpg,FN,train,grazion,2025-04-12,10:45:16,138274,29aa1c78159ee68e06cd60853a63ca6879ed5e4dbc17188be4930a61297d7c13
IMG_20250412_104546_patrona.jpg,FN,train,patrona,2025-04-12,10:45:46,144509,a85c2f48ebabea19fdf16c4bc2064d27e8d49cd25395f2349485303430347a00
IMG_20250412_104650_blanes.jpg,FN,train,blanes,2025-04-12,10:46:50,147110,7372dd48f268db58d9c41a24917ee70d36a0be98eb83e7bf99cbbc3d608d6afd
IMG_20250412_104940_grazion.jpg,FN,train,grazion,2025-04-12,10:49:40,148113,986d83ccc177326fcff55d4fdb6af52fdb17a462d1dd05afb0aa2b2ec0479f92
IMG_20250412_105425_blanes.jpg,FN,train,blanes,2025-04-12,10:54:25,157087,d39fc6f0aede38df6a5c416bb1923bbe9757e5d22c969afcf359cdd1502799dc
IMG_20250412_105521_blanes.jpg,FN,train,blanes,2025-04-12,10:55:21,150569,61b4c296a436b8369019d5a83ba9770816a722d9ebec3b8b774d29c779f7a175
IMG_20250412_105835_toscana.jpg,FN,train,toscana,2025-04-12,10:58:35,136045,d7f7395f8b614206a4225ea990a6d262f0dcc58b63445fb2839fda96afd848ae
IMG_20250412_110028_patrona.jpg,FN,train,patrona,2025-04-12,11:00:28,138836,032973671afa0aa13b0233adfe76e281e1c4b683518a8d2bb84a8b6bdeac7585
IMG_20250412_111414_toscana.jpg,FN,train,toscana,2025-04-12,11:14:14,132454,8ea5ce30a6540a1175c52deaf151eb9a2506d3b894cd04b8a51b0448860843d1
IMG_20250412_111722_toscana.jpg,FN,train,toscana,2025-04-12,11:17:22,127411,25f5e28563c1ec77937d9e1c0fe1c98d2ccdcf82d75533f5cfc9f1a18a4d6906
IMG_20250412_112324_patrona.jpg,FN,train,patrona,2025-04-12,11:23:24,144230,79828aeb8c73e4db3e480af12080d2d8147e1cd3b5b5b272970ee8d7266e3827
IMG_20250412_112518_patrona.jpg,FN,train,patrona,2025-04-12,11:25:18,134691,cfda07faa672c9c5fc19961875afd3da47bacc8e852f136bb68644634bd63946
